image_path,root_mask_path,shoot_mask_path,seed_mask_path
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231146_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231146_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231146_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231146_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231146_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231146_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231849_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231849_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231849_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231849_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_231849_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_231849_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232230_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232230_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232230_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232230_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232230_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232230_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232567_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232567_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232567_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232567_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232567_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232567_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232753_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232753_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232753_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232753_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232753_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232753_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232926_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232926_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232926_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232926_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_232926_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_232926_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_233096_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_233096_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_233096_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_233096_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_233096_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_233096_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234240_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234240_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234240_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im3_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234240_im4.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im4_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im4_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im4_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234240_im5.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im5_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im5_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234240_im5_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234908_im1.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im1_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im1_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im1_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234908_im2.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im2_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im2_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im2_seed_mask.tif
/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/images/train_Karna_234908_im3.png,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im3_root_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im3_shoot_mask.tif,/home/y2b/2025-26b-fai2-adsai-OleksiiKrasnoshtanov240247/DataLabs/data/raw/Y2B_24/masks/Karna/train_Karna_234908_im3_seed_mask.tif
